ms_uri_1,ms_uri_2
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10003257,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10003257
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10221174,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10221174
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10226226,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10226226
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009114,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009114
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2558,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2558
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181496,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181496
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10022685,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10022685
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107747,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107747
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00022,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00022
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__sd00048,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__sd00048
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009159,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009159
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__3166,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__3166
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__3166,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304554
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304554,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__3166
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304554,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304554
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10193257,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10193257
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055763,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055763
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10233208,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10233208
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009153,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009153
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10104245,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10104245
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068383,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068383
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255760,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255760
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010868,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010868
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000001,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000001
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255021,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255021
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2244,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2244
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183437,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183437
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134878,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134878
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10166578,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10166578
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10006735,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10006735
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10143556,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10143556
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10143556,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10016275
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10016275,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10143556
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10016275,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10016275
